epoch,train_loss,train_acc,val_acc,val_mIoU
1,3.5393157563632047,0.3051836764156073,,
2,0.9164778332261345,0.7537572679429803,,
3,0.7043416439732418,0.7887712184158521,,
4,0.6809795448863054,0.7947131335908034,,
5,0.6512029000286814,0.8018021439860507,0.8062910412524715,0.4684495623329475
6,0.631405471765165,0.8062704301715368,,
7,0.6101151663291303,0.8113427701806688,,
8,0.6072540157297744,0.812021555116913,,
9,0.59504474392986,0.815204993932819,,
10,0.5835735455061062,0.8180326477699151,0.8167342055210214,0.472888828024539
11,0.5796141894652119,0.8191152341333778,,
12,0.5692665650969064,0.8208336305681604,,
13,0.566891160852547,0.8213948345527817,,
14,0.5601026652545869,0.8227459413805285,,
15,0.5579294363814818,0.8235467672439155,0.8125045284159829,0.4782947695762701
16,0.548463656130848,0.8259146722747085,,
17,0.5480784972823118,0.8250316343236342,,
18,0.5382127793435054,0.828018508441366,,
19,0.5370626613686357,0.8281527520505368,,
20,0.5343238407675224,0.8283109858345425,0.8191491362111413,0.4934301223733575
21,0.5230983177883716,0.83178119482392,,
22,0.5227040017047261,0.8314933929509543,,
23,0.5193376448712771,0.8332063705984939,,
24,0.5139057912592646,0.8336956754254088,,
25,0.5107001914536651,0.835570501539536,0.8215832710965885,0.4827632793540599
26,0.5073191951724547,0.8357968761398382,,
27,0.4994215033476866,0.8378549332112364,,
28,0.4967914782464504,0.8383660514864675,,
29,0.4968798168569426,0.8380866273876109,,
30,0.493005136711688,0.8390212015598222,0.8239685426689738,0.501045568144368
31,0.4891606315593176,0.8400824473457124,0.8234621712007181,0.503469007308474
32,0.4848901882673366,0.841147224061076,0.825586928793104,0.5050787212983707
33,0.48315855115652084,0.8414975965360088,0.8240953716788304,0.49919381406365515
34,0.4776993263277072,0.8435711952123623,0.823689512591851,0.5049505884325297
35,0.47395372244564793,0.8444267896069249,0.8232148853874023,0.5034023068032113
36,0.47043841091703764,0.8451553773629726,0.8263071757791567,0.5089871744045881
37,0.4685263683712935,0.8457844700417464,0.8266844933866965,0.5091589277381681
38,0.46635367325212385,0.8461095807651756,0.828075254539828,0.5071110095303872
39,0.4661234563004367,0.8467549370918133,0.8259285007415238,0.5068733684060467
40,0.4595798448294024,0.8479951100009736,0.8260989572626543,0.5081355016501053
41,0.4581909659731237,0.8485344157355104,0.8249055364189652,0.5057186495086812
42,0.4527975093997732,0.850358444717595,0.8278401147023842,0.5142473051315711
43,0.4527109904285473,0.8503511967606999,0.827965655091968,0.5120118760717046
44,0.44981052405849287,0.8511642433590303,0.8298049228246986,0.5166311201452904
45,0.44819598079104966,0.8521632869032333,0.8299120221824178,0.5165816548668241
46,0.4451098053515712,0.852722520303354,0.8288188509916,0.5166588895145178
47,0.4392777975601486,0.8547919928760418,0.82948243621828,0.5148595730089559
48,0.44096168984152095,0.8533984511450917,0.8298748085804628,0.5177378094468774
49,0.4414504303868058,0.8545121367508351,0.8306987248589455,0.5181416006594147
50,0.4382087682149833,0.8550880055342119,0.8299519819217502,0.5154969710393907
51,0.4370280319376837,0.854808553595798,0.8292572884008154,0.5151025960523312
52,0.4373862177510805,0.8555470945360677,0.8314131396914336,0.5192289991330609
53,0.43651341755367534,0.8555805959793372,0.831640958581017,0.5200716716222705
54,0.43433399125933647,0.8558337779084901,0.8308602486143016,0.5193033108629354
55,0.4350146499898615,0.8561783396826698,0.830942605628725,0.5194254548121908
56,0.43408061868122105,0.8560188723923362,0.8316385022789438,0.5201562723215468
57,0.4339660551351837,0.8565577611803179,0.8316601189882767,0.51997576945348
58,0.43353695134761966,0.8568074553914805,0.8317308221213013,0.5201677244544948
59,0.4312491667563025,0.8573724103645899,0.8317753545859706,0.5204301453234016
60,0.43127489255010326,0.8572545992781946,0.8317136238364958,0.5203138536302352
